usda_id,symbol,scientific_name,common_name,family,drought_tolerance,moisture_use,shade_tolerance,salinity_tolerance,anaerobic_tolerance,fire_tolerance,ph_minimum,ph_maximum,precipitation_minimum,precipitation_maximum,temperature_minimum_degf,frost_free_days_minimum,toxicity,active_growth_period,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,after_harvest_regrowth_rate,berry_nut_seed_product,bloat,bloom_period,c:n_ratio,caco3_tolerance,christmas_tree_product,cold_stratification_required,commercial_availability,coppice_potential,fall_conspicuous,fertility_requirement,fire_resistant,flower_color,flower_conspicuous,fodder_product,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_abundance,fruit_seed_color,fruit_seed_conspicuous,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,fuelwood_product,growth_form,growth_rate,hedge_tolerance,height_at_20_years_maximum_feet,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,lumber_product,naval_store_product,nitrogen_fixation,nursery_stock_product,palatable_browse_animal,palatable_graze_animal,palatable_human,planting_density_per_acre_maximum,planting_density_per_acre_minimum,post_product,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,protein_potential,pulpwood_product,resprout_ability,root_depth_minimum_inches,seed_per_pound,seed_spread_rate,seedling_vigor,shape_and_orientation,small_grain,vegetative_spread_rate,veneer_product
36245,HEGR4,Helianthus grosseserratus,sawtooth sunflower,Asteraceae,Medium,Medium,High,None,None,Medium,5.8,7.3,20,40,-43,90,None,"Spring, Summer, Fall",Yes,Yes,Yes,Slow,No,None,Late Summer,Medium,Medium,No,Yes,Routinely Available,No,Yes,Medium,No,Yellow,Yes,No,Dark Green,Moderate,Porous,Coarse,High,Brown,No,Summer,Fall,No,,Rhizomatous,Moderate,None,,5.0,No,No,Moderate,No,No,No,None,No,High,Low,Yes,18000,11000,No,Yes,No,Yes,No,No,Yes,No,No,No,Low,No,No,12,630000,Slow,High,Erect,No,Moderate,No
74732,HEHE,Hedera helix,English ivy,Araliaceae,Low,Medium,Low,Low,None,High,5.2,7.8,28,65,-23,160,None,Spring and Summer,Yes,Yes,Yes,,No,None,Late Spring,High,Medium,No,No,Routinely Available,No,No,Medium,Yes,,No,No,Green,Porous,Porous,Coarse,,,No,,,No,,Stoloniferous,Moderate,None,,5.0,No,No,Long,No,No,No,None,Yes,Low,Low,No,10000,2700,No,Yes,No,Yes,No,Yes,No,No,No,No,Low,No,No,12,,None,,Prostrate,No,Rapid,No
36356,HEHES,Heliopsis helianthoides var. scabra,smooth oxeye,Asteraceae,High,Low,Medium,None,None,Medium,5.6,6.8,24,40,-18,160,None,Spring and Summer,Yes,No,Yes,Slow,No,None,Summer,Medium,Low,No,No,Routinely Available,No,No,Medium,No,White,Yes,Yes,Green,Moderate,Porous,Coarse,Medium,Brown,No,Summer,Fall,Yes,,Single Crown,Moderate,None,,4.0,No,No,Short,No,No,No,None,Yes,Medium,Medium,No,,,No,No,No,No,No,No,Yes,No,No,No,Medium,No,No,10,116410,Slow,Low,Erect,No,None,No
36265,HEMA2,Helianthus maximiliani,Maximilian sunflower,Asteraceae,Medium,Medium,High,Low,None,High,6.0,8.0,18,35,-33,90,None,Summer and Fall,Yes,Yes,Yes,Moderate,No,None,Late Summer,Low,Medium,No,Yes,Routinely Available,No,No,Medium,No,Yellow,Yes,Yes,Green,Moderate,Porous,Coarse,High,Brown,No,Summer,Fall,No,,Rhizomatous,Rapid,None,,5.0,No,No,Moderate,No,No,No,None,No,High,Medium,No,18000,11000,No,Yes,No,No,No,No,Yes,No,Yes,No,High,No,No,16,196360,Moderate,High,Erect,No,Moderate,No
15058,HELE4,×Hesperotropsis leylandii [Hesperocyparis macrocarpa × Callitropsis nootkatensis],Leyland cypress,Cupressaceae,Medium,Medium,High,Low,None,None,6.0,7.5,20,100,7,180,None,Spring and Summer,Yes,Yes,Yes,,No,None,Spring,High,Low,Yes,No,Routinely Available,No,No,Medium,No,Brown,No,No,Green,Dense,Dense,Coarse,Low,Brown,Yes,Spring,Fall,Yes,Medium,Single Stem,Rapid,Low,40,70.0,No,Yes,Long,No,No,No,None,Yes,Low,Low,No,700,100,No,Yes,No,Yes,No,Yes,No,No,No,No,,No,No,20,,None,,Erect,No,None,No
92051,HESA3,Heuchera sanguinea,coralbells,Saxifragaceae,Low,Medium,Medium,None,None,Medium,5.2,8.0,12,55,-23,145,None,"Spring, Summer, Fall",Yes,No,Yes,Slow,No,None,Mid Spring,Medium,Medium,No,No,Routinely Available,No,Yes,Medium,No,Red,Yes,No,Green,Porous,Porous,Medium,Medium,Brown,No,Summer,Fall,No,,Single Crown,Moderate,None,,1.5,No,No,Long,No,No,No,None,Yes,,,No,11000,2700,No,No,No,Yes,No,No,Yes,No,Yes,No,,No,No,10,,Slow,Low,Semi-Erect,No,Slow,No
36279,HENU,Helianthus nuttallii,Nuttall's sunflower,Asteraceae,Low,Medium,High,None,Medium,Medium,5.9,7.5,12,20,-38,120,,"Spring, Summer, Fall",No,Yes,Yes,Slow,No,None,Mid Summer,Medium,Low,No,No,Routinely Available,No,No,Medium,No,Yellow,Yes,No,Green,Porous,Porous,Coarse,High,Brown,Yes,Summer,Fall,Yes,,Rhizomatous,Moderate,None,,10.0,No,No,Moderate,No,No,No,None,No,Medium,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,14,125000,Slow,Medium,Erect,No,Slow,No
28637,HEMER,Hemerocallis,daylily,Liliaceae,Medium,Medium,Medium,Low,Low,Medium,4.8,8.0,28,60,-23,110,None,Spring and Summer,Yes,Yes,Yes,,No,None,Summer,Medium,Medium,No,No,Routinely Available,No,No,Medium,No,Orange,Yes,No,Green,Porous,Porous,Medium,Medium,Brown,No,Summer,Fall,Yes,,Rhizomatous,Rapid,None,,3.0,No,No,Short,No,No,No,None,Yes,Low,Low,No,19000,2700,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Low,No,No,16,19000,None,Low,Erect,No,Slow,No
63188,HEMA3,Hesperis matronalis,dames rocket,Brassicaceae,Medium,Medium,Medium,None,None,Low,5.0,7.0,32,60,-23,120,None,Spring and Summer,No,No,Yes,Slow,No,None,Spring,Medium,Low,No,No,No Known Source,No,No,Medium,No,Purple,Yes,No,Green,Moderate,Porous,Medium,Medium,Brown,No,Summer,Fall,No,,Bunch,Rapid,None,,4.5,No,No,Short,No,No,No,None,Yes,Low,Low,No,18000,4800,No,No,No,Yes,No,No,Yes,No,No,No,High,No,No,12,224000,Moderate,Medium,Erect,No,None,No
74048,HEMA80,Heracleum maximum,common cowparsnip,Apiaceae,Low,High,High,None,Medium,High,5.4,7.3,14,45,-38,110,Slight,Spring and Summer,Yes,Yes,Yes,Slow,No,None,Early Summer,Medium,Medium,No,No,Routinely Available,No,No,Medium,No,White,Yes,Yes,Green,Porous,Porous,Coarse,High,Brown,No,Summer,Summer,No,,Multiple Stem,Moderate,None,,8.0,No,No,Short,No,No,No,None,No,Medium,Medium,Yes,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,12,47569,Rapid,Medium,Erect,No,Moderate,No
36179,HEUN,Helianthella uniflora,oneflower helianthella,Asteraceae,High,Low,Medium,None,None,High,7.0,8.0,10,35,-23,120,None,Spring and Summer,Yes,No,No,Rapid,No,None,Spring,Medium,High,No,No,Contracting Only,No,No,Low,Yes,Yellow,Yes,No,Green,Porous,Porous,Coarse,High,Brown,No,Summer,Fall,No,,Multiple Stem,Rapid,High,,2.0,No,No,Short,No,No,No,None,Yes,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Medium,No,No,6,41087,Rapid,High,Erect,No,None,No
84477,HESQ,Henriettea squamulosum,jusillo,Melastomataceae,,,,,,,,,,,40,365,,Spring,Yes,No,Yes,,No,None,Summer,,Medium,No,No,,No,No,Medium,No,White,No,No,Yellow-Green,,,Medium,,Brown,No,Fall,Winter,No,Low,,,Low,50,30.0,No,Yes,,No,Yes,No,None,No,,,No,640,320,Yes,No,No,No,No,No,Yes,No,No,No,,No,No,36,,,,,No,,Yes
36339,HETU,Helianthus tuberosus,Jerusalem artichoke,Asteraceae,High,Low,Medium,Low,None,Medium,4.0,7.0,15,55,-43,100,None,Spring and Summer,Yes,No,Yes,Slow,No,None,Late Summer,,Medium,No,No,Routinely Available,No,Yes,Medium,No,Yellow,Yes,No,Yellow-Green,Dense,Porous,Coarse,Medium,Brown,No,Summer,Fall,No,,Rhizomatous,Rapid,None,,9.8,No,No,Moderate,No,No,No,None,No,High,High,Yes,10912,4800,No,No,No,No,No,No,Yes,No,No,Yes,,No,No,6,75666,Moderate,Medium,Erect,No,Rapid,No
23339,HESP11,Hesperostipa spartea,porcupinegrass,Poaceae,Medium,Medium,High,None,None,High,5.0,7.5,18,45,-38,85,None,Spring and Summer,No,No,Yes,Slow,No,None,Late Spring,Medium,Medium,No,No,No Known Source,No,No,Medium,No,Yellow,No,Yes,Green,Moderate,Porous,Fine,Medium,Brown,No,Summer,Summer,No,,Bunch,Moderate,None,,4.0,No,No,Moderate,No,No,No,None,No,Low,Medium,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,10,150000,Moderate,Low,Erect,No,None,No
79482,HESU,Hedysarum sulphurescens,white sweetvetch,Fabaceae,High,Low,Medium,Low,None,Medium,6.0,7.5,10,20,-33,90,None,Spring and Summer,No,No,Yes,Slow,No,Low,Late Spring,Low,Medium,No,Yes,No Known Source,No,No,Low,No,White,Yes,No,Green,Porous,Porous,Fine,Medium,Brown,No,Summer,Summer,No,,Multiple Stem,Moderate,None,,1.5,No,No,Long,No,No,No,Low,No,Medium,High,No,,,No,No,No,No,No,No,Yes,No,No,No,Medium,No,No,12,72570,Slow,Low,Decumbent,No,None,No
36562,HEVI4,Heterotheca villosa,hairy false goldenaster,Asteraceae,Medium,Low,High,Low,None,High,6.0,7.5,10,26,-33,130,None,Spring and Summer,Yes,No,Yes,Moderate,No,None,Mid Summer,Medium,Medium,No,No,Field Collections Only,No,No,Low,No,Yellow,Yes,No,Gray-Green,Moderate,Porous,Coarse,Medium,Brown,No,Summer,Fall,No,,Multiple Stem,Moderate,None,,3.0,No,No,Short,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,14,336500,Slow,Medium,Erect,No,None,No
36595,HEVIV,Heterotheca villosa var. villosa,hairy false goldenaster,Asteraceae,Medium,Medium,High,Low,None,High,5.0,7.8,14,40,-38,120,None,Spring and Summer,No,No,Yes,Slow,No,None,Mid Summer,Medium,Low,No,No,No Known Source,No,No,Medium,No,Yellow,Yes,No,Gray-Green,Porous,Porous,Coarse,Medium,Brown,No,Summer,Fall,No,,Single Crown,Moderate,None,,4.5,No,No,Long,No,No,No,None,No,,,No,,,No,No,No,No,No,No,Yes,No,No,No,,No,No,14,336500,Moderate,Medium,Erect,No,None,No
27112,HEWH,Hesperoyucca whipplei,chaparral yucca,Agavaceae,High,Low,High,Low,None,Medium,6.4,8.5,8,14,7,200,None,Spring and Summer,Yes,No,Yes,,No,None,Late Spring,High,Medium,No,No,No Known Source,No,Yes,Low,No,White,Yes,No,Gray-Green,Porous,Porous,Coarse,Medium,Brown,Yes,Summer,Summer,No,,Colonizing,Slow,None,3,4.0,No,Yes,Long,No,No,No,None,Yes,,,Yes,2700,700,No,Yes,No,Yes,No,No,Yes,No,Yes,No,,No,Yes,14,27000,Moderate,Medium,Semi-Erect,No,Slow,No
36603,HIAL2,Hieracium albiflorum,white hawkweed,Asteraceae,High,Low,Medium,None,None,High,6.5,7.8,10,30,-33,120,None,Spring and Summer,No,No,Yes,Slow,No,None,Late Spring,Medium,Medium,No,No,No Known Source,No,No,Medium,No,White,Yes,No,Gray-Green,Porous,Porous,Coarse,Low,Brown,No,Summer,Summer,No,,Bunch,Moderate,None,,3.0,No,No,Moderate,No,No,No,None,No,Medium,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,,No,No,12,2250000,Moderate,Medium,Erect,No,Moderate,No
65989,HIAC,Hibiscus aculeatus,comfortroot,Malvaceae,Medium,Medium,High,None,High,Medium,6.0,8.5,30,160,15,260,None,Summer,No,Yes,Yes,Rapid,No,Low,Summer,Medium,High,No,No,,No,No,Medium,No,White,Yes,No,Green,Moderate,Porous,Coarse,Medium,Green,Yes,Summer,Fall,Yes,,Stoloniferous,Rapid,High,,3.0,No,No,Short,No,No,No,None,Yes,Medium,Medium,Yes,2560,640,No,No,No,Yes,No,No,Yes,No,No,No,Medium,No,No,12,7600,Moderate,High,Erect,No,Slow,No
23373,HIBE,Hilaria belangeri,curly-mesquite,Poaceae,High,Low,High,Low,None,High,6.0,8.0,5,12,12,220,None,Spring and Summer,Yes,Yes,Yes,Slow,No,None,Late Spring,Medium,None,No,No,Field Collections Only,No,No,Low,No,Yellow,No,Yes,Green,Moderate,Porous,Fine,Low,Brown,No,Summer,Summer,No,,Stoloniferous,Moderate,None,,0.8,No,No,Moderate,No,No,No,None,No,High,High,No,,,No,No,No,No,No,No,Yes,No,Yes,No,Medium,No,No,12,269000,Moderate,Medium,Semi-Erect,No,Slow,No
66037,HILA2,Hibiscus laevis,halberdleaf rosemallow,Malvaceae,Low,High,Medium,None,High,High,5.5,7.2,32,60,-13,140,None,"Spring, Summer, Fall",No,Yes,Yes,,No,None,Mid Summer,Medium,Low,No,No,Routinely Available,No,No,Medium,No,Purple,Yes,No,Green,Moderate,Porous,Coarse,Medium,Brown,No,Summer,Fall,Yes,,Multiple Stem,Moderate,None,,8.0,No,No,Moderate,No,No,No,None,Yes,Low,Low,No,2700,1700,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,No,No,12,,Slow,Low,Erect,No,None,No
87003,HIRH80,Hippophae rhamnoides,seaberry,Elaeagnaceae,Medium,Low,High,Medium,Low,High,6.5,8.0,26,50,-38,100,None,Spring and Summer,Yes,No,Yes,,Yes,None,Spring,High,High,No,No,Routinely Available,Yes,Yes,Low,No,Yellow,Yes,No,White-Gray,Dense,Moderate,Coarse,High,Orange,Yes,Summer,Fall,Yes,,Multiple Stem,Rapid,High,18,18.0,No,No,Moderate,No,No,No,Medium,Yes,Low,Low,No,2700,1200,No,Yes,No,Yes,No,No,Yes,No,No,No,Medium,No,Yes,18,42000,Moderate,High,Semi-Erect,No,Rapid,No
23359,HIOD,Hierochloe odorata,sweetgrass,Poaceae,Low,High,Medium,Medium,Medium,High,5.7,7.4,16,50,-38,130,None,"Spring, Summer, Fall",Yes,No,Yes,Moderate,No,None,Mid Summer,Medium,Medium,No,No,Routinely Available,No,No,Medium,No,Yellow,No,Yes,Gray-Green,Porous,Porous,Medium,High,Black,No,Summer,Fall,No,,Bunch,Moderate,None,,2.0,No,No,Moderate,No,No,No,None,No,Medium,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,12,110000,Slow,Low,Semi-Erect,No,None,No
66050,HIMO,Hibiscus moscheutos,crimsoneyed rosemallow,Malvaceae,None,High,High,Low,High,Low,4.0,7.5,35,65,-13,160,None,Spring,No,Yes,Yes,Slow,No,None,Summer,,Medium,No,No,Routinely Available,No,No,Medium,No,White,Yes,No,Gray-Green,Moderate,Porous,Coarse,Low,Brown,No,Summer,Fall,No,,Multiple Stem,Rapid,None,,6.6,No,No,Moderate,No,No,No,None,No,Low,Low,No,3450,2728,No,No,No,Yes,No,No,Yes,No,No,No,,No,No,10,200000,Slow,High,Erect,No,None,No
41962,HIVU2,Hippuris vulgaris,common mare's-tail,Hippuridaceae,None,High,High,None,High,High,4.8,7.0,14,55,-38,120,None,Spring and Summer,Yes,Yes,Yes,Slow,No,None,Late Spring,High,Low,No,No,No Known Source,No,No,Medium,Yes,Green,No,No,Green,Porous,Porous,Fine,Low,Brown,No,Summer,Fall,No,,Rhizomatous,Rapid,None,,2.8,No,No,Long,No,No,No,None,No,,,No,4800,2700,No,No,No,No,No,No,Yes,No,Yes,No,,No,No,10,600000,Slow,Low,Erect,No,Rapid,No
23393,HOBR2,Hordeum brachyantherum,meadow barley,Poaceae,Medium,Medium,High,Medium,High,High,6.0,8.5,20,80,-43,100,None,Spring and Summer,Yes,Yes,Yes,Slow,No,None,Early Summer,Medium,Medium,No,No,Routinely Available,No,No,Low,No,Yellow,No,No,Green,Moderate,Porous,Medium,Medium,Brown,No,Summer,Fall,No,,Bunch,Moderate,None,,2.0,No,No,Moderate,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,6,30000,Slow,Medium,Semi-Erect,No,None,No
23402,HOBRC2,Hordeum brachyantherum ssp. californicum,California barley,Poaceae,Medium,Low,High,Low,None,High,5.8,8.0,14,24,-3,180,None,Spring,Yes,Yes,Yes,Slow,No,None,Mid Spring,Medium,Low,No,No,Contracting Only,No,No,Low,No,Yellow,No,Yes,Green,Porous,Porous,Medium,Low,Brown,No,Spring,Summer,No,,Bunch,Slow,None,,1.6,No,No,Short,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,10,30000,Slow,Low,Erect,No,None,No
36730,HISC2,Hieracium scouleri,Scouler's woollyweed,Asteraceae,High,Medium,High,Low,None,Medium,6.5,7.8,14,30,-33,120,None,Spring and Summer,No,No,Yes,Slow,No,None,Late Spring,Medium,Low,No,No,No Known Source,No,No,Low,No,Orange,No,Yes,Gray-Green,Porous,Porous,Coarse,Low,Brown,Yes,Summer,Summer,No,,Bunch,Moderate,None,,2.0,No,No,Moderate,No,No,No,None,No,Low,High,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,12,2225000,Moderate,Medium,Erect,No,Moderate,No
89868,HODI,Holodiscus discolor,oceanspray,Rosaceae,Low,High,High,None,Medium,Medium,6.5,7.5,9,24,7,250,None,"Spring, Summer, Fall",Yes,Yes,Yes,,No,None,Late Summer,Medium,Low,No,Yes,Contracting Only,Yes,No,Low,No,White,Yes,No,Green,Moderate,Porous,Medium,Medium,Brown,No,Summer,Fall,Yes,,Multiple Stem,Moderate,High,3,12.0,No,No,Moderate,No,No,No,None,Yes,Medium,Medium,No,600,300,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Medium,No,Yes,12,5307000,Moderate,Medium,Erect,No,Rapid,No
89886,HODU,Holodiscus dumosus,rockspirea,Rosaceae,High,Low,High,None,None,Medium,7.0,8.0,10,35,-23,120,None,Summer and Fall,Yes,No,Yes,,No,None,Late Summer,Medium,High,No,Yes,Contracting Only,Yes,No,Low,No,White,Yes,No,Dark Green,Moderate,Porous,Medium,Medium,Brown,No,Summer,Fall,Yes,,Thicket Forming,Moderate,High,2,3.0,No,No,Moderate,No,No,No,None,Yes,Medium,Medium,No,600,300,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Medium,No,Yes,12,5000000,Moderate,Medium,Rounded,No,Rapid,No
23380,HOLA,Holcus lanatus,common velvetgrass,Poaceae,Medium,Low,Medium,None,None,None,4.0,7.0,20,65,-23,120,None,Spring,Yes,No,Yes,Slow,No,None,Summer,,Low,No,No,Routinely Available,No,No,Low,No,Green,No,No,White-Gray,Moderate,Porous,Fine,Medium,Yellow,No,Summer,Fall,No,,Multiple Stem,Moderate,None,,3.3,No,No,Short,Yes,No,No,None,No,Low,Low,No,19360,10912,No,No,No,No,No,No,Yes,No,No,No,,No,No,4,1520960,Slow,Medium,Erect,No,None,No
23439,HOPU,Hordeum pusillum,little barley,Poaceae,Low,Medium,High,Medium,Medium,None,6.2,8.0,10,60,32,80,None,Spring,No,Yes,Yes,,No,None,Late Spring,Low,Medium,No,No,No Known Source,No,No,Low,No,Yellow,No,No,Green,Moderate,Porous,Medium,Medium,Brown,No,Spring,Summer,No,,Bunch,Rapid,None,,1.2,No,No,,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,8,30000,Moderate,High,Erect,No,None,No
76321,HUCR,Hura crepitans,sandbox tree,Euphorbiaceae,Low,,Low,,,,6.0,8.0,35,150,32,365,Severe,Spring,Yes,Yes,Yes,,No,None,Spring,,,No,No,,No,No,Medium,No,Red,Yes,No,Green,Dense,Moderate,Coarse,,Brown,Yes,Fall,Winter,Yes,Medium,Single Crown,Rapid,Low,40,70.0,No,No,,No,Yes,No,None,No,Low,Low,No,640,320,Yes,No,No,No,No,Yes,Yes,No,No,No,Low,Yes,No,36,,,,Rounded,No,,Yes
23447,HOVU,Hordeum vulgare,common barley,Poaceae,Medium,Medium,High,High,None,None,6.5,8.5,5,24,12,90,None,"Fall, Winter and Spring",No,Yes,Yes,Slow,No,None,Spring,Medium,Medium,No,No,Routinely Available,No,No,Medium,No,Yellow,No,Yes,Green,Porous,Porous,Medium,High,Brown,Yes,Spring,Summer,No,,Bunch,Rapid,None,,3.0,No,No,,No,No,No,None,No,Medium,High,Yes,,,No,No,No,No,No,No,Yes,No,No,No,Medium,No,No,12,14000,Slow,High,Erect,Yes,None,No
68421,HYAN2,Hypericum anagalloides,tinker's penny,Clusiaceae,None,High,Medium,None,Medium,Low,6.0,8.0,16,45,47,65,None,Summer,No,Yes,Yes,,No,None,Early Summer,Medium,Medium,No,No,Routinely Available,No,No,Medium,No,Yellow,Yes,No,Green,Porous,Porous,Coarse,High,Brown,No,Summer,Summer,No,,Stoloniferous,Rapid,None,,0.8,No,No,Short,No,No,No,None,No,,,No,1700,1200,No,No,No,No,No,No,Yes,No,Yes,No,,No,No,7,,Slow,Medium,Prostrate,No,Moderate,No
68433,HYCA10,Hypericum calycinum,Aaron's beard,Clusiaceae,Medium,Medium,Low,Low,None,High,5.5,7.5,30,60,-43,130,None,Spring and Summer,Yes,Yes,Yes,Slow,No,None,Early Summer,Medium,Low,No,No,Routinely Available,No,No,Medium,No,Yellow,Yes,No,Green,Moderate,Porous,Medium,,,No,,,No,,Rhizomatous,Rapid,None,,0.8,No,No,Moderate,No,No,No,None,Yes,Low,Low,No,19000,2700,No,No,No,Yes,No,No,No,No,Yes,No,Low,No,No,12,,None,,Erect,No,Moderate,No
68790,HUTO,Hudsonia tomentosa,woolly beachheather,Cistaceae,High,Low,High,High,None,Medium,5.5,6.9,35,55,-13,170,None,Spring and Summer,Yes,No,No,,No,None,Late Spring,High,High,No,Yes,Routinely Available,No,Yes,Low,Yes,Yellow,Yes,No,Gray-Green,Dense,Dense,Fine,Low,Brown,No,Summer,Fall,No,,Multiple Stem,Slow,None,,1.0,No,No,Long,No,No,No,None,Yes,Low,Low,No,1200,700,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,No,No,26,,Slow,Low,Decumbent,No,None,No
68427,HYBO2,Hypericum boreale,northern St. Johnswort,Clusiaceae,None,High,Medium,None,High,Medium,4.4,6.0,30,55,-33,90,None,Summer,Yes,No,Yes,Slow,No,None,Early Summer,Medium,Low,No,Yes,No Known Source,No,No,Medium,No,Yellow,Yes,No,Green,Porous,Porous,Coarse,High,Brown,No,Summer,Fall,No,,Stoloniferous,Moderate,None,,0.8,No,No,Moderate,No,No,No,None,No,,,No,1700,1200,No,No,No,No,No,No,No,No,Yes,No,,No,No,8,,Slow,Medium,Decumbent,No,Slow,No
68423,HYAS80,Hypericum ascyron,great St. Johnswort,Clusiaceae,Low,Medium,High,None,Medium,High,5.7,7.1,32,55,-23,80,None,Spring and Summer,No,Yes,Yes,Slow,No,None,Late Summer,Medium,Low,No,Yes,No Known Source,No,No,Medium,No,Yellow,Yes,No,Green,Moderate,Porous,Coarse,Medium,Brown,No,Summer,Fall,No,,Single Crown,Moderate,None,,5.0,No,No,Long,No,No,No,None,Yes,Low,Low,No,2700,1700,No,No,No,Yes,No,No,No,No,Yes,No,Low,No,No,14,1800000,Slow,Medium,Erect,No,None,No
79535,HYCO,Hymenaea courbaril,stinkingtoe,Fabaceae,Low,,Low,None,Low,,5.5,7.5,35,90,40,365,None,Spring,Yes,No,No,,No,None,Summer,,Medium,No,No,Routinely Available,No,No,Medium,No,White,Yes,No,Green,Dense,Dense,Coarse,Medium,Brown,Yes,Summer,Fall,Yes,Low,,Slow,Low,30,65.0,No,Yes,Short,No,Yes,No,Low,No,Low,Low,Yes,640,320,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,No,36,122,,,Erect,No,,Yes
53362,HYCA4,Hydrophyllum capitatum,ballhead waterleaf,Hydrophyllaceae,Low,High,Low,None,Medium,Low,6.4,7.8,16,30,-28,110,None,Spring,No,Yes,Yes,Slow,No,None,Early Spring,Medium,Medium,No,No,Contracting Only,No,No,Medium,No,Purple,Yes,No,Green,Porous,Porous,Medium,Medium,,No,Spring,Spring,No,,Single Crown,Rapid,None,,1.0,No,No,Moderate,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,10,900000,Slow,Medium,Erect,No,None,No
68440,HYCI,Hypericum cistifolium,roundpod St. Johnswort,Clusiaceae,Medium,Medium,High,None,None,Medium,4.6,7.0,32,55,-33,160,None,Summer,Yes,No,Yes,,No,None,Early Summer,Medium,Low,No,Yes,No Known Source,No,No,Low,No,Yellow,Yes,No,Green,Moderate,Porous,Coarse,Medium,Brown,No,Summer,Summer,No,,Stoloniferous,Moderate,None,,2.5,No,No,Moderate,No,No,No,None,No,,,No,10000,2700,No,Yes,No,Yes,No,No,No,No,No,No,,No,Yes,9,,Slow,Medium,Semi-Erect,No,None,No
68444,HYCR3,Hypericum crux-andreae,St. Peterswort,Clusiaceae,Medium,Medium,Medium,None,Low,Medium,4.6,7.0,32,48,-8,170,None,Spring and Summer,Yes,No,Yes,,No,None,Mid Summer,High,Low,No,Yes,No Known Source,No,No,Low,No,Yellow,Yes,No,Green,Porous,Porous,Medium,Medium,Brown,No,Summer,Fall,No,,Single Crown,Moderate,None,2,2.0,No,No,Moderate,No,No,No,None,No,Low,Low,No,2700,1700,No,Yes,No,Yes,No,No,No,No,Yes,No,Low,No,Yes,12,1800000,Slow,Low,Erect,No,Slow,No
68451,HYDE,Hypericum densiflorum,bushy St. Johnswort,Clusiaceae,Low,Medium,Low,None,Medium,Low,4.0,7.5,35,50,7,140,None,Spring,Yes,Yes,Yes,,No,None,Late Spring,,Low,No,No,Routinely Available,No,No,Low,No,Yellow,No,No,Green,Dense,Moderate,Fine,Medium,Brown,No,Spring,Summer,Yes,,Multiple Stem,Slow,None,,6.6,No,No,Moderate,No,No,No,None,No,Low,Low,No,2700,1700,No,Yes,No,Yes,No,No,No,No,No,No,,No,Yes,18,,Slow,Low,Erect,No,None,No
68467,HYFA,Hypericum fasciculatum,peelbark St. Johnswort,Clusiaceae,High,,High,,Low,,5.0,,33,70,4,20,,,Yes,No,No,,No,None,Spring,High,,No,No,,No,No,,No,Yellow,Yes,No,Green,Dense,Moderate,Coarse,,Brown,No,Spring,Summer,No,,Single Stem,Moderate,,7,5.0,No,No,Short,No,No,No,None,No,,,Yes,1280,320,No,No,No,No,No,No,No,No,No,No,,No,No,12,1916000,Moderate,Medium,Erect,No,,No
68453,HYDE2,Hypericum denticulatum,coppery St. Johnswort,Clusiaceae,Medium,Medium,Medium,None,Medium,Medium,4.8,6.4,36,55,2,185,None,Summer,Yes,Yes,Yes,,No,None,Early Summer,Medium,Low,No,Yes,No Known Source,No,No,Low,No,Yellow,Yes,No,Green,Porous,Porous,Coarse,Medium,Brown,No,Summer,Summer,No,,Single Crown,Slow,None,,2.0,No,No,Moderate,No,No,No,None,No,,,No,7000,4800,No,No,No,Yes,No,No,No,No,Yes,No,,No,No,10,,Slow,Medium,Decumbent,No,None,No
